"1.01","Propylene","C3 H6","17/05/2015"
"-40","0","2.199478","0.967989","0.006595","1.203368"
"-30","0","2.10902","0.972157","0.006902","1.194115"
"-20","0","2.025709","0.975607","0.007207","1.185871"
"-10","0","1.94873","0.978494","0.007511","1.178438"
"0","0","1.877387","0.980931","0.007813","1.17167"
"10","0","1.811083","0.983007","0.008113","1.165463"
"20","0","1.749303","0.984787","0.008411","1.159746"
"30","0","1.691599","0.986324","0.008708","1.154449"
"40","0","1.63758","0.98766","0.009002","1.14952"
"50","0","1.586905","0.988827","0.009295","1.144928"
"60","0","1.539271","0.989852","0.009586","1.14064"
"70","0","1.494414","0.990757","0.009874","1.136627"
"80","0","1.452097","0.991559","0.01016","1.132866"
"90","0","1.412111","0.992274","0.010444","1.129336"
"100","0","1.374268","0.992912","0.010726","1.126019"
"110","0","1.338401","0.993485","0.011006","1.122899"
"120","0","1.304358","0.994001","0.011283","1.11996"
"130","0","1.272004","0.994467","0.011558","1.117191"
"140","0","1.241216","0.994889","0.011831","1.114577"
"150","0","1.211883","0.995273","0.012101","1.112109"
"160","0","1.183904","0.995623","0.012369","1.109775"
"170","0","1.157189","0.995942","0.012635","1.107567"
"180","0","1.131652","0.996235","0.012898","1.105475"
"190","0","1.107218","0.996503","0.013159","1.103492"
"200","0","1.083817","0.99675","0.013418","1.10161"
"210","0","1.061385","0.996978","0.013675","1.099821"
"220","0","1.039863","0.997188","0.013929","1.098121"
"230","0","1.019196","0.997383","0.014182","1.096502"
"240","0","0.999334","0.997563","0.014432","1.09496"
"250","0","0.980232","0.99773","0.01468","1.093489"
"260","0","0.961846","0.997886","0.014927","1.092085"
"270","0","0.944137","0.998031","0.015171","1.090743"
"280","0","0.927069","0.998166","0.015413","1.089461"
"290","0","0.910607","0.998292","0.015654","1.088233"
"300","0","0.894719","0.99841","0.015892","1.087056"
"-40","10","23.906635","0.039731","0.181985","1.599094"
"-30","10","22.92343","0.038925","0.163966","1.608885"
"-20","10","22.017902","0.038248","0.148281","1.620131"
"-10","10","21.181197","0.037701","0.134467","1.63369"
"0","10","20.405755","0.037288","0.12215","1.650802"
"10","10","19.685085","0.037019","0.111013","1.673393"
"20","10","19.013583","0.036916","0.100774","1.704785"
"30","10","18.386383","0.827225","0.009","1.305204"
"40","10","17.79924","0.84798","0.009282","1.269377"
"50","10","17.248436","0.865076","0.009568","1.24278"
"60","10","16.730698","0.879407","0.009855","1.22229"
"70","10","16.243136","0.891596","0.010143","1.205863"
"80","10","15.783185","0.902082","0.01043","1.192341"
"90","10","15.348567","0.911191","0.010716","1.180986"
"100","10","14.937242","0.919165","0.010999","1.171292"
"110","10","14.547389","0.926196","0.011281","1.162903"
"120","10","14.177367","0.932433","0.01156","1.155561"
"130","10","13.825702","0.937995","0.011837","1.149072"
"140","10","13.491061","0.94298","0.012111","1.14329"
"150","10","13.172237","0.947466","0.012382","1.138099"
"160","10","12.868133","0.951519","0.012651","1.133411"
"170","10","12.577755","0.955195","0.012917","1.129152"
"180","10","12.300192","0.958539","0.013181","1.125264"
"190","10","12.034615","0.961591","0.013442","1.121699"
"200","10","11.780264","0.964384","0.013701","1.118417"
"210","10","11.536442","0.966946","0.013957","1.115384"
"220","10","11.302508","0.969303","0.01421","1.112571"
"230","10","11.077873","0.971475","0.014462","1.109956"
"240","10","10.861993","0.973482","0.014711","1.107516"
"250","10","10.654367","0.975339","0.014958","1.105235"
"260","10","10.454529","0.977061","0.015202","1.103097"
"270","10","10.262049","0.978661","0.015444","1.101088"
"280","10","10.076529","0.980149","0.015685","1.099197"
"290","10","9.897597","0.981536","0.015923","1.097413"
"300","10","9.72491","0.982829","0.016159","1.095727"
"-40","20","45.613792","0.075654","0.183666","1.594474"
"-30","20","43.737839","0.074095","0.165591","1.603479"
"-20","20","42.010095","0.07278","0.149874","1.613686"
"-10","20","40.413664","0.071704","0.136052","1.625829"
"0","20","38.934123","0.070873","0.123753","1.640937"
"10","20","37.559088","0.070302","0.112666","1.66055"
"20","20","36.277863","0.070023","0.102519","1.687189"
"30","20","35.081167","0.070096","0.09306","1.725351"
"40","20","33.960899","0.070632","0.084022","1.783034"
"50","20","32.909966","0.07186","0.07506","1.8781"
"60","20","31.922124","0.736462","0.010729","1.442987"
"70","20","30.991857","0.769825","0.010906","1.362074"
"80","20","30.114273","0.796356","0.011115","1.310243"
"90","20","29.285022","0.81818","0.011344","1.273786"
"100","20","28.500216","0.836538","0.011584","1.246549"
"110","20","27.756377","0.852233","0.011832","1.22533"
"120","20","27.050377","0.865821","0.012084","1.208284"
"130","20","26.379401","0.877704","0.012338","1.194256"
"140","20","25.740907","0.888181","0.012593","1.18249"
"150","20","25.13259","0.897485","0.012849","1.172464"
"160","20","24.552362","0.905796","0.013104","1.163806"
"170","20","23.99832","0.913261","0.013359","1.156247"
"180","20","23.468731","0.919997","0.013612","1.149583"
"190","20","22.962012","0.926099","0.013864","1.143658"
"200","20","22.476711","0.931649","0.014114","1.138353"
"210","20","22.011499","0.936714","0.014362","1.133572"
"220","20","21.565154","0.941349","0.014608","1.129238"
"230","20","21.136551","0.945604","0.014853","1.125289"
"240","20","20.724653","0.949519","0.015095","1.121674"
"250","20","20.328502","0.953131","0.015336","1.118351"
"260","20","19.947211","0.956469","0.015575","1.115285"
"270","20","19.579961","0.959562","0.015811","1.112446"
"280","20","19.225989","0.962432","0.016046","1.109809"
"290","20","18.884588","0.9651","0.016279","1.107352"
"300","20","18.5551","0.967585","0.01651","1.105056"
"-40","30","67.32095","0.111436","0.18534","1.590018"
"-30","30","64.552249","0.109108","0.167205","1.598299"
"-20","30","62.002289","0.107132","0.151451","1.607561"
"-10","30","59.646131","0.105501","0.137616","1.618436"
"0","30","57.462491","0.104217","0.125327","1.631787"
"10","30","55.43309","0.103297","0.114279","1.648858"
"20","30","53.542144","0.102779","0.104206","1.671594"
"30","30","51.77595","0.102728","0.094873","1.703251"
"40","30","50.122559","0.103267","0.086042","1.749176"
"50","30","48.571497","0.104627","0.077448","1.82007"
