"6.35","",""
"7","10","Plug","7 mm","3/16""","Plug Valve Straightway","0.6"
"8","10","Plug","8 mm","1/4""","Plug Valve Straightway","0.58"
"9","10","Plug","9 mm","5/16""","Plug Valve Straightway","0.58"
"10","10","Plug","10 mm","3/8""","Plug Valve Straightway","0.53"
"12","10","Plug","12 mm","7/16""","Plug Valve Straightway","0.51"
"15","10","Plug","15 mm","1/2""","Plug Valve Straightway","0.49"
"18","10","Plug","18 mm","5/8""","Plug Valve Straightway","0.47"
"20","10","Plug","20 mm","3/4""","Plug Valve Straightway","0.45"
"22","10","Plug","22 mm","7/8""","Plug Valve Straightway","0.43"
"25","10","Plug","25 mm","1""","Plug Valve Straightway","0.41"
"32","10","Plug","32 mm","1-1/4""","Plug Valve Straightway","0.4"
"40","10","Plug","40 mm","1-1/2""","Plug Valve Straightway","0.38"
"50","10","Plug","50 mm","2""","Plug Valve Straightway","0.34"
"65","10","Plug","65 mm","2-1/2""","Plug Valve Straightway","0.32"
"80","10","Plug","80 mm","3""","Plug Valve Straightway","0.32"
"90","10","Plug","90 mm","3-1/2""","Plug Valve Straightway","0.32"
"100","10","Plug","100 mm","4""","Plug Valve Straightway","0.31"
"125","10","Plug","125 mm","5""","Plug Valve Straightway","0.29"
"150","10","Plug","150 mm","6""","Plug Valve Straightway","0.27"
"200","10","Plug","200 mm","8""","Plug Valve Straightway","0.25"
"250","10","Plug","250 mm","10""","Plug Valve Straightway","0.25"
"300","10","Plug","300 mm","12""","Plug Valve Straightway","0.23"
"350","10","Plug","350 mm","14""","Plug Valve Straightway","0.23"
"380","10","Plug","380 mm","15""","Plug Valve Straightway","0.23"
"400","10","Plug","400 mm","16""","Plug Valve Straightway","0.23"
"450","10","Plug","450 mm","18""","Plug Valve Straightway","0.22"
"500","10","Plug","500 mm","20""","Plug Valve Straightway","0.22"
"550","10","Plug","550 mm","22""","Plug Valve Straightway","0.22"
"600","10","Plug","600 mm","24""","Plug Valve Straightway","0.22"
"650","10","Plug","650 mm","26""","Plug Valve Straightway","0.22"
"700","10","Plug","700 mm","28""","Plug Valve Straightway","0.22"
"750","10","Plug","750 mm","30""","Plug Valve Straightway","0.22"
"800","10","Plug","800 mm","32""","Plug Valve Straightway","0.22"
"850","10","Plug","850 mm","34""","Plug Valve Straightway","0.22"
"900","10","Plug","900 mm","36""","Plug Valve Straightway","0.22"
"950","10","Plug","950 mm","38""","Plug Valve Straightway","0.22"
"1000","10","Plug","1000 mm","40""","Plug Valve Straightway","0.22"
"1050","10","Plug","1050 mm","42""","Plug Valve Straightway","0.22"
"1200","10","Plug","1200 mm","48""","Plug Valve Straightway","0.22"
"1400","10","Plug","1400 mm","54""","Plug Valve Straightway","0.22"
"1500","10","Plug","1500 mm","60""","Plug Valve Straightway","0.22"
"1800","10","Plug","1800 mm","72""","Plug Valve Straightway","0.22"
"2100","10","Plug","2100 mm","84""","Plug Valve Straightway","0.22"
"6","11","Bfly","6 mm","1/8""","Butterfly Valve","1.9"
"7","11","Bfly","7 mm","3/16""","Butterfly Valve","1.8"
"8","11","Bfly","8 mm","1/4""","Butterfly Valve","1.7"
"9","11","Bfly","9 mm","5/16""","Butterfly Valve","1.7"
"10","11","Bfly","10 mm","3/8""","Butterfly Valve","1.5"
"12","11","Bfly","12 mm","7/16""","Butterfly Valve","1.42"
"15","11","Bfly","15 mm","1/2""","Butterfly Valve","1.35"
"18","11","Bfly","18 mm","5/8""","Butterfly Valve","1.35"
"20","11","Bfly","20 mm","3/4""","Butterfly Valve","1.22"
"22","11","Bfly","22 mm","7/8""","Butterfly Valve","1.22"
"25","11","Bfly","25 mm","1""","Butterfly Valve","1.1"
"32","11","Bfly","32 mm","1-1/4""","Butterfly Valve","1"
"40","11","Bfly","40 mm","1-1/2""","Butterfly Valve","0.92"
"50","11","Bfly","50 mm","2""","Butterfly Valve","0.86"
"65","11","Bfly","65 mm","2-1/2""","Butterfly Valve","0.81"
"80","11","Bfly","80 mm","3""","Butterfly Valve","0.81"
"90","11","Bfly","90 mm","3-1/2""","Butterfly Valve","0.79"
"100","11","Bfly","100 mm","4""","Butterfly Valve","0.77"
"125","11","Bfly","125 mm","5""","Butterfly Valve","0.73"
"150","11","Bfly","150 mm","6""","Butterfly Valve","0.68"
"200","11","Bfly","200 mm","8""","Butterfly Valve","0.63"
"250","11","Bfly","250 mm","10""","Butterfly Valve","0.63"
"300","11","Bfly","300 mm","12""","Butterfly Valve","0.35"
"350","11","Bfly","350 mm","14""","Butterfly Valve","0.35"
"380","11","Bfly","380 mm","15""","Butterfly Valve","0.35"
"400","11","Bfly","400 mm","16""","Butterfly Valve","0.35"
"450","11","Bfly","450 mm","18""","Butterfly Valve","0.3"
"500","11","Bfly","500 mm","20""","Butterfly Valve","0.3"
"550","11","Bfly","550 mm","22""","Butterfly Valve","0.3"
"600","11","Bfly","600 mm","24""","Butterfly Valve","0.3"
"650","11","Bfly","650 mm","26""","Butterfly Valve","0.3"
"700","11","Bfly","700 mm","28""","Butterfly Valve","0.3"
"750","11","Bfly","750 mm","30""","Butterfly Valve","0.3"
"800","11","Bfly","800 mm","32""","Butterfly Valve","0.3"
"850","11","Bfly","850 mm","34""","Butterfly Valve","0.3"
"900","11","Bfly","900 mm","36""","Butterfly Valve","0.3"
"950","11","Bfly","950 mm","38""","Butterfly Valve","0.3"
"1000","11","Bfly","1000 mm","40""","Butterfly Valve","0.3"
"1050","11","Bfly","1050 mm","42""","Butterfly Valve","0.3"
"1200","11","Bfly","1200 mm","48""","Butterfly Valve","0.3"
"1400","11","Bfly","1400 mm","54""","Butterfly Valve","0.3"
"1500","11","Bfly","1500 mm","60""","Butterfly Valve","0.3"
"1800","11","Bfly","1800 mm","72""","Butterfly Valve","0.3"
"2100","11","Bfly","2100 mm","84""","Butterfly Valve","0.3"
"6","12","BallFB","6 mm","1/8""","Ball Valve Full Bore","0.12"
"7","12","BallFB","7 mm","3/16""","Ball Valve Full Bore","0.12"
"8","12","BallFB","8 mm","1/4""","Ball Valve Full Bore","0.11"
"9","12","BallFB","9 mm","5/16""","Ball Valve Full Bore","0.11"
"10","12","BallFB","10 mm","3/8""","Ball Valve Full Bore","0.1"
"12","12","BallFB","12 mm","7/16""","Ball Valve Full Bore","0.1"
"15","12","BallFB","15 mm","1/2""","Ball Valve Full Bore","0.09"
"18","12","BallFB","18 mm","5/8""","Ball Valve Full Bore","0.09"
"20","12","BallFB","20 mm","3/4""","Ball Valve Full Bore","0.08"
"22","12","BallFB","22 mm","7/8""","Ball Valve Full Bore","0.08"
"25","12","BallFB","25 mm","1""","Ball Valve Full Bore","0.07"
"32","12","BallFB","32 mm","1-1/4""","Ball Valve Full Bore","0.07"
"40","12","BallFB","40 mm","1-1/2""","Ball Valve Full Bore","0.06"
"50","12","BallFB","50 mm","2""","Ball Valve Full Bore","0.06"
"65","12","BallFB","65 mm","2-1/2""","Ball Valve Full Bore","0.05"
"80","12","BallFB","80 mm","3""","Ball Valve Full Bore","0.05"
"90","12","BallFB","90 mm","3-1/2""","Ball Valve Full Bore","0.05"
"100","12","BallFB","100 mm","4""","Ball Valve Full Bore","0.05"
"125","12","BallFB","125 mm","5""","Ball Valve Full Bore","0.05"
"150","12","BallFB","150 mm","6""","Ball Valve Full Bore","0.05"
"200","12","BallFB","200 mm","8""","Ball Valve Full Bore","0.04"
"250","12","BallFB","250 mm","10""","Ball Valve Full Bore","0.04"
"300","12","BallFB","300 mm","12""","Ball Valve Full Bore","0.04"
"350","12","BallFB","350 mm","14""","Ball Valve Full Bore","0.04"
"380","12","BallFB","380 mm","15""","Ball Valve Full Bore","0.04"
"400","12","BallFB","400 mm","16""","Ball Valve Full Bore","0.04"
"450","12","BallFB","450 mm","18""","Ball Valve Full Bore","0.04"
"500","12","BallFB","500 mm","20""","Ball Valve Full Bore","0.04"
"550","12","BallFB","550 mm","22""","Ball Valve Full Bore","0.04"
"600","12","BallFB","600 mm","24""","Ball Valve Full Bore","0.04"
"650","12","BallFB","650 mm","26""","Ball Valve Full Bore","0.03"
"700","12","BallFB","700 mm","28""","Ball Valve Full Bore","0.03"
"750","12","BallFB","750 mm","30""","Ball Valve Full Bore","0.03"
"800","12","BallFB","800 mm","32""","Ball Valve Full Bore","0.03"
"850","12","BallFB","850 mm","34""","Ball Valve Full Bore","0.03"
"900","12","BallFB","900 mm","36""","Ball Valve Full Bore","0.03"
"950","12","BallFB","950 mm","38""","Ball Valve Full Bore","0.03"
"1000","12","BallFB","1000 mm","40""","Ball Valve Full Bore","0.03"
"1050","12","BallFB","1050 mm","42""","Ball Valve Full Bore","0.03"
"1200","12","BallFB","1200 mm","48""","Ball Valve Full Bore","0.03"
"1400","12","BallFB","1400 mm","54""","Ball Valve Full Bore","0.03"
"1500","12","BallFB","1500 mm","60""","Ball Valve Full Bore","0.03"
"1800","12","BallFB","1800 mm","72""","Ball Valve Full Bore","0.03"
"2100","12","BallFB","2100 mm","84""","Ball Valve Full Bore","0.03"
"6","13","BallRB","6 mm","1/8""","Ball Valve Reduced Bore","3.4"
"7","13","BallRB","7 mm","3/16""","Ball Valve Reduced Bore","3.2"
"8","13","BallRB","8 mm","1/4""","Ball Valve Reduced Bore","3"
"9","13","BallRB","9 mm","5/16""","Ball Valve Reduced Bore","3"
"10","13","BallRB","10 mm","3/8""","Ball Valve Reduced Bore","2.8"
"12","13","BallRB","12 mm","7/16""","Ball Valve Reduced Bore","2.7"
"15","13","BallRB","15 mm","1/2""","Ball Valve Reduced Bore","2.6"
"18","13","BallRB","18 mm","5/8""","Ball Valve Reduced Bore","2.6"
"20","13","BallRB","20 mm","3/4""","Ball Valve Reduced Bore","2.5"
"22","13","BallRB","22 mm","7/8""","Ball Valve Reduced Bore","2.5"
"25","13","BallRB","25 mm","1""","Ball Valve Reduced Bore","2.4"
"32","13","BallRB","32 mm","1-1/4""","Ball Valve Reduced Bore","2.2"
"40","13","BallRB","40 mm","1-1/2""","Ball Valve Reduced Bore","2"
"50","13","BallRB","50 mm","2""","Ball Valve Reduced Bore","1.8"
"65","13","BallRB","65 mm","2-1/2""","Ball Valve Reduced Bore","1.5"
"80","13","BallRB","80 mm","3""","Ball Valve Reduced Bore","1.2"
"90","13","BallRB","90 mm","3-1/2""","Ball Valve Reduced Bore","1.1"
"100","13","BallRB","100 mm","4""","Ball Valve Reduced Bore","1"
"125","13","BallRB","125 mm","5""","Ball Valve Reduced Bore","0.93"
"150","13","BallRB","150 mm","6""","Ball Valve Reduced Bore","0.85"
"200","13","BallRB","200 mm","8""","Ball Valve Reduced Bore","0.7"
"6","14","LiftCh","6 mm","1/8""","Lift Check Valve","20"
"7","14","LiftCh","7 mm","3/16""","Lift Check Valve","20"
"8","14","LiftCh","8 mm","1/4""","Lift Check Valve","19"
"9","14","LiftCh","9 mm","5/16""","Lift Check Valve","19"
"10","14","LiftCh","10 mm","3/8""","Lift Check Valve","17.5"
"12","14","LiftCh","12 mm","7/16""","Lift Check Valve","16.9"
"15","14","LiftCh","15 mm","1/2""","Lift Check Valve","16.2"
"18","14","LiftCh","18 mm","5/8""","Lift Check Valve","15.6"
"20","14","LiftCh","20 mm","3/4""","Lift Check Valve","15"
"22","14","LiftCh","22 mm","7/8""","Lift Check Valve","14.4"
"25","14","LiftCh","25 mm","1""","Lift Check Valve","13.8"
"32","14","LiftCh","32 mm","1-1/4""","Lift Check Valve","13.2"
"40","14","LiftCh","40 mm","1-1/2""","Lift Check Valve","12.6"
"50","14","LiftCh","50 mm","2""","Lift Check Valve","11.4"
"65","14","LiftCh","65 mm","2-1/2""","Lift Check Valve","10.8"
"80","14","LiftCh","80 mm","3""","Lift Check Valve","10.8"
"90","14","LiftCh","90 mm","3-1/2""","Lift Check Valve","10.5"
"100","14","LiftCh","100 mm","4""","Lift Check Valve","10.2"
"125","14","LiftCh","125 mm","5""","Lift Check Valve","9.6"
"150","14","LiftCh","150 mm","6""","Lift Check Valve","9"
"200","14","LiftCh","200 mm","8""","Lift Check Valve","8.4"
"250","14","LiftCh","250 mm","10""","Lift Check Valve","8.4"
"300","14","LiftCh","300 mm","12""","Lift Check Valve","7.8"
"350","14","LiftCh","350 mm","14""","Lift Check Valve","7.8"
"380","14","LiftCh","380 mm","15""","Lift Check Valve","7.8"
"400","14","LiftCh","400 mm","16""","Lift Check Valve","7.8"
"450","14","LiftCh","450 mm","18""","Lift Check Valve","7.2"
"500","14","LiftCh","500 mm","20""","Lift Check Valve","7.2"
"550","14","LiftCh","550 mm","22""","Lift Check Valve","7.2"
"600","14","LiftCh","600 mm","24""","Lift Check Valve","7.2"
"650","14","LiftCh","650 mm","26""","Lift Check Valve","7.2"
"700","14","LiftCh","700 mm","28""","Lift Check Valve","7.2"
"750","14","LiftCh","750 mm","30""","Lift Check Valve","7.2"
"800","14","LiftCh","800 mm","32""","Lift Check Valve","7.2"
"850","14","LiftCh","850 mm","34""","Lift Check Valve","7.2"
"900","14","LiftCh","900 mm","36""","Lift Check Valve","7.2"
"950","14","LiftCh","950 mm","38""","Lift Check Valve","7.2"
"1000","14","LiftCh","1000 mm","40""","Lift Check Valve","7.2"
"1050","14","LiftCh","1050 mm","42""","Lift Check Valve","7.2"
"1200","14","LiftCh","1200 mm","48""","Lift Check Valve","7.2"
"1400","14","LiftCh","1400 mm","54""","Lift Check Valve","7.2"
"1500","14","LiftCh","1500 mm","60""","Lift Check Valve","7.2"
"1800","14","LiftCh","1800 mm","72""","Lift Check Valve","7.2"
"2100","14","LiftCh","2100 mm","84""","Lift Check Valve","7.2"
"6","15","AngleCh","6 mm","1/8""","Lift Check Valve Angled","2"
"7","15","AngleCh","7 mm","3/16""","Lift Check Valve Angled","1.95"
"8","15","AngleCh","8 mm","1/4""","Lift Check Valve Angled","1.9"
"9","15","AngleCh","9 mm","5/16""","Lift Check Valve Angled","1.9"
"10","15","AngleCh","10 mm","3/8""","Lift Check Valve Angled","1.7"
"12","15","AngleCh","12 mm","7/16""","Lift Check Valve Angled","1.6"
"15","15","AngleCh","15 mm","1/2""","Lift Check Valve Angled","1.5"
"18","15","AngleCh","18 mm","5/8""","Lift Check Valve Angled","1.5"
"20","15","AngleCh","20 mm","3/4""","Lift Check Valve Angled","1.4"
"22","15","AngleCh","22 mm","7/8""","Lift Check Valve Angled","1.4"
"25","15","AngleCh","25 mm","1""","Lift Check Valve Angled","1.3"
"32","15","AngleCh","32 mm","1-1/4""","Lift Check Valve Angled","1.2"
"40","15","AngleCh","40 mm","1-1/2""","Lift Check Valve Angled","1.2"
"50","15","AngleCh","50 mm","2""","Lift Check Valve Angled","1.1"
"65","15","AngleCh","65 mm","2-1/2""","Lift Check Valve Angled","1"
"80","15","AngleCh","80 mm","3""","Lift Check Valve Angled","1"
"90","15","AngleCh","90 mm","3-1/2""","Lift Check Valve Angled","0.94"
"100","15","AngleCh","100 mm","4""","Lift Check Valve Angled","0.94"
"125","15","AngleCh","125 mm","5""","Lift Check Valve Angled","0.83"
"150","15","AngleCh","150 mm","6""","Lift Check Valve Angled","0.83"
"200","15","AngleCh","200 mm","8""","Lift Check Valve Angled","0.77"
"250","15","AngleCh","250 mm","10""","Lift Check Valve Angled","0.77"
"300","15","AngleCh","300 mm","12""","Lift Check Valve Angled","0.72"
"350","15","AngleCh","350 mm","14""","Lift Check Valve Angled","0.72"
"380","15","AngleCh","380 mm","15""","Lift Check Valve Angled","0.72"
"400","15","AngleCh","400 mm","16""","Lift Check Valve Angled","0.72"
"450","15","AngleCh","450 mm","18""","Lift Check Valve Angled","0.66"
"500","15","AngleCh","500 mm","20""","Lift Check Valve Angled","0.66"
"550","15","AngleCh","550 mm","22""","Lift Check Valve Angled","0.66"
"600","15","AngleCh","600 mm","24""","Lift Check Valve Angled","0.66"
"650","15","AngleCh","650 mm","26""","Lift Check Valve Angled","0.66"
"700","15","AngleCh","700 mm","28""","Lift Check Valve Angled","0.66"
"750","15","AngleCh","750 mm","30""","Lift Check Valve Angled","0.66"
"800","15","AngleCh","800 mm","32""","Lift Check Valve Angled","0.66"
"850","15","AngleCh","850 mm","34""","Lift Check Valve Angled","0.66"
"900","15","AngleCh","900 mm","36""","Lift Check Valve Angled","0.66"
"950","15","AngleCh","950 mm","38""","Lift Check Valve Angled","0.66"
"1000","15","AngleCh","1000 mm","40""","Lift Check Valve Angled","0.66"
"1050","15","AngleCh","1050 mm","42""","Lift Check Valve Angled","0.66"
"1200","15","AngleCh","1200 mm","48""","Lift Check Valve Angled","0.66"
"1400","15","AngleCh","1400 mm","54""","Lift Check Valve Angled","0.66"
"1500","15","AngleCh","1500 mm","60""","Lift Check Valve Angled","0.66"
"1800","15","AngleCh","1800 mm","72""","Lift Check Valve Angled","0.66"
"2100","15","AngleCh","2100 mm","84""","Lift Check Valve Angled","0.66"
"6","16","SwCh","6 mm","1/8""","Swing Check Valve","6"
"7","16","SwCh","7 mm","3/16""","Swing Check Valve","5.5"
"8","16","SwCh","8 mm","1/4""","Swing Check Valve","5.1"
"9","16","SwCh","9 mm","5/16""","Swing Check Valve","5.1"
"10","16","SwCh","10 mm","3/8""","Swing Check Valve","5.1"
"12","16","SwCh","12 mm","7/16""","Swing Check Valve","5.1"
"15","16","SwCh","15 mm","1/2""","Swing Check Valve","5.1"
"18","16","SwCh","18 mm","5/8""","Swing Check Valve","5.1"
"20","16","SwCh","20 mm","3/4""","Swing Check Valve","5.1"
"22","16","SwCh","22 mm","7/8""","Swing Check Valve","5.1"
"25","16","SwCh","25 mm","1""","Swing Check Valve","4.1"
"32","16","SwCh","32 mm","1-1/4""","Swing Check Valve","2.9"
"40","16","SwCh","40 mm","1-1/2""","Swing Check Valve","2.6"
"50","16","SwCh","50 mm","2""","Swing Check Valve","2.4"
"65","16","SwCh","65 mm","2-1/2""","Swing Check Valve","2.3"
"80","16","SwCh","80 mm","3""","Swing Check Valve","2.2"
"90","16","SwCh","90 mm","3-1/2""","Swing Check Valve","2.1"
"100","16","SwCh","100 mm","4""","Swing Check Valve","2"
"125","16","SwCh","125 mm","5""","Swing Check Valve","1.93"
"150","16","SwCh","150 mm","6""","Swing Check Valve","1.85"
"200","16","SwCh","200 mm","8""","Swing Check Valve","1.65"
"250","16","SwCh","250 mm","10""","Swing Check Valve","1.55"
"300","16","SwCh","300 mm","12""","Swing Check Valve","1.4"
"350","16","SwCh","350 mm","14""","Swing Check Valve","1.35"
"380","16","SwCh","380 mm","15""","Swing Check Valve","1.35"
"400","16","SwCh","400 mm","16""","Swing Check Valve","1.3"
"450","16","SwCh","450 mm","18""","Swing Check Valve","1.2"
"500","16","SwCh","500 mm","20""","Swing Check Valve","1.2"
"550","16","SwCh","550 mm","22""","Swing Check Valve","1.2"
"600","16","SwCh","600 mm","24""","Swing Check Valve","1.2"
"650","16","SwCh","650 mm","26""","Swing Check Valve","1.2"
"700","16","SwCh","700 mm","28""","Swing Check Valve","1.2"
"750","16","SwCh","750 mm","30""","Swing Check Valve","1.2"
"800","16","SwCh","800 mm","32""","Swing Check Valve","1.2"
"850","16","SwCh","850 mm","34""","Swing Check Valve","1.2"
"900","16","SwCh","900 mm","36""","Swing Check Valve","1.2"
"950","16","SwCh","950 mm","38""","Swing Check Valve","1.2"
"1000","16","SwCh","1000 mm","40""","Swing Check Valve","1.2"
"1050","16","SwCh","1050 mm","42""","Swing Check Valve","1.2"
"1200","16","SwCh","1200 mm","48""","Swing Check Valve","1.2"
"1400","16","SwCh","1400 mm","54""","Swing Check Valve","1.2"
"1500","16","SwCh","1500 mm","60""","Swing Check Valve","1.2"
"1800","16","SwCh","1800 mm","72""","Swing Check Valve","1.2"
"2100","16","SwCh","2100 mm","84""","Swing Check Valve","1.2"
"50","17","TiltCh","50 mm","2""","Tilting Disk Check","2.3"
"65","17","TiltCh","65 mm","2-1/2""","Tilting Disk Check","2.2"
"80","17","TiltCh","80 mm","3""","Tilting Disk Check","2.2"
"90","17","TiltCh","90 mm","3-1/2""","Tilting Disk Check","2"
"100","17","TiltCh","100 mm","4""","Tilting Disk Check","2"
"125","17","TiltCh","125 mm","5""","Tilting Disk Check","1.9"
"150","17","TiltCh","150 mm","6""","Tilting Disk Check","1.8"
"200","17","TiltCh","200 mm","8""","Tilting Disk Check","1.7"
"250","17","TiltCh","250 mm","10""","Tilting Disk Check","1.7"
"300","17","TiltCh","300 mm","12""","Tilting Disk Check","1.2"
"350","17","TiltCh","350 mm","14""","Tilting Disk Check","1.2"
"380","17","TiltCh","380 mm","15""","Tilting Disk Check","1.2"
"400","17","TiltCh","400 mm","16""","Tilting Disk Check","1.2"
"450","17","TiltCh","450 mm","18""","Tilting Disk Check","0.72"
"500","17","TiltCh","500 mm","20""","Tilting Disk Check","0.72"
"550","17","TiltCh","550 mm","22""","Tilting Disk Check","0.72"
"600","17","TiltCh","600 mm","24""","Tilting Disk Check","0.72"
"650","17","TiltCh","650 mm","26""","Tilting Disk Check","0.72"
"700","17","TiltCh","700 mm","28""","Tilting Disk Check","0.72"
"750","17","TiltCh","750 mm","30""","Tilting Disk Check","0.72"
"800","17","TiltCh","800 mm","32""","Tilting Disk Check","0.72"
"850","17","TiltCh","850 mm","34""","Tilting Disk Check","0.72"
"900","17","TiltCh","900 mm","36""","Tilting Disk Check","0.72"
"950","17","TiltCh","950 mm","38""","Tilting Disk Check","0.72"
"1000","17","TiltCh","1000 mm","40""","Tilting Disk Check","0.72"
"1050","17","TiltCh","1050 mm","42""","Tilting Disk Check","0.72"
"1200","17","TiltCh","1200 mm","48""","Tilting Disk Check","0.72"
"1400","17","TiltCh","1400 mm","54""","Tilting Disk Check","0.72"
"1500","17","TiltCh","1500 mm","60""","Tilting Disk Check","0.72"
"1800","17","TiltCh","1800 mm","72""","Tilting Disk Check","0.72"
"2100","17","TiltCh","2100 mm","84""","Tilting Disk Check","0.72"
"6","18","ChWaf","6 mm","1/8""","Wafer Check Valve","19.8"
"7","18","ChWaf","7 mm","3/16""","Wafer Check Valve","18.8"
"8","18","ChWaf","8 mm","1/4""","Wafer Check Valve","17.8"
"9","18","ChWaf","9 mm","5/16""","Wafer Check Valve","17.8"
"10","18","ChWaf","10 mm","3/8""","Wafer Check Valve","17.8"
"12","18","ChWaf","12 mm","7/16""","Wafer Check Valve","17.8"
"15","18","ChWaf","15 mm","1/2""","Wafer Check Valve","17.8"
"18","18","ChWaf","18 mm","5/8""","Wafer Check Valve","17.8"
"20","18","ChWaf","20 mm","3/4""","Wafer Check Valve","17.8"
"22","18","ChWaf","22 mm","7/8""","Wafer Check Valve","17.8"
"25","18","ChWaf","25 mm","1""","Wafer Check Valve","14.5"
"32","18","ChWaf","32 mm","1-1/4""","Wafer Check Valve","10.5"
"40","18","ChWaf","40 mm","1-1/2""","Wafer Check Valve","9.4"
"50","18","ChWaf","50 mm","2""","Wafer Check Valve","8.4"
"65","18","ChWaf","65 mm","2-1/2""","Wafer Check Valve","7.08"
"80","18","ChWaf","80 mm","3""","Wafer Check Valve","5.5"
"90","18","ChWaf","90 mm","3-1/2""","Wafer Check Valve","4.5"
"100","18","ChWaf","100 mm","4""","Wafer Check Valve","3.22"
"125","18","ChWaf","125 mm","5""","Wafer Check Valve","2.8"
"150","18","ChWaf","150 mm","6""","Wafer Check Valve","2.33"
"200","18","ChWaf","200 mm","8""","Wafer Check Valve","1.7"
"250","18","ChWaf","250 mm","10""","Wafer Check Valve","1.33"
"300","18","ChWaf","300 mm","12""","Wafer Check Valve","1.25"
"350","18","ChWaf","350 mm","14""","Wafer Check Valve","1.25"
"380","18","ChWaf","380 mm","15""","Wafer Check Valve","1.25"
"400","18","ChWaf","400 mm","16""","Wafer Check Valve","1.25"
"450","18","ChWaf","450 mm","18""","Wafer Check Valve","1.2"
"500","18","ChWaf","500 mm","20""","Wafer Check Valve","1.2"
"550","18","ChWaf","550 mm","22""","Wafer Check Valve","1.2"
"600","18","ChWaf","600 mm","24""","Wafer Check Valve","1.2"
"650","18","ChWaf","650 mm","26""","Wafer Check Valve","1.2"
"700","18","ChWaf","700 mm","28""","Wafer Check Valve","1.2"
"750","18","ChWaf","750 mm","30""","Wafer Check Valve","1.2"
"800","18","ChWaf","800 mm","32""","Wafer Check Valve","1.2"
"850","18","ChWaf","850 mm","34""","Wafer Check Valve","1.2"
"900","18","ChWaf","900 mm","36""","Wafer Check Valve","1.2"
"950","18","ChWaf","950 mm","38""","Wafer Check Valve","1.2"
"1000","18","ChWaf","1000 mm","40""","Wafer Check Valve","1.2"
"1050","18","ChWaf","1050 mm","42""","Wafer Check Valve","1.2"
"1200","18","ChWaf","1200 mm","48""","Wafer Check Valve","1.2"
"1400","18","ChWaf","1400 mm","54""","Wafer Check Valve","1.2"
"1500","18","ChWaf","1500 mm","60""","Wafer Check Valve","1.2"
"1800","18","ChWaf","1800 mm","72""","Wafer Check Valve","1.2"
"2100","18","ChWaf","2100 mm","84""","Wafer Check Valve","1.2"
"6","19","Foot","6 mm","1/8""","Foot Valve with Strainer","15"
"7","19","Foot","7 mm","3/16""","Foot Valve with Strainer","15"
"8","19","Foot","8 mm","1/4""","Foot Valve with Strainer","14.6"
"9","19","Foot","9 mm","5/16""","Foot Valve with Strainer","14.6"
"10","19","Foot","10 mm","3/8""","Foot Valve with Strainer","11.9"
"12","19","Foot","12 mm","7/16""","Foot Valve with Strainer","11.9"
"15","19","Foot","15 mm","1/2""","Foot Valve with Strainer","11.3"
"18","19","Foot","18 mm","5/8""","Foot Valve with Strainer","10.9"
"20","19","Foot","20 mm","3/4""","Foot Valve with Strainer","10.5"
"22","19","Foot","22 mm","7/8""","Foot Valve with Strainer","10.1"
"25","19","Foot","25 mm","1""","Foot Valve with Strainer","9.7"
"32","19","Foot","32 mm","1-1/4""","Foot Valve with Strainer","9.3"
"40","19","Foot","40 mm","1-1/2""","Foot Valve with Strainer","8.8"
"50","19","Foot","50 mm","2""","Foot Valve with Strainer","8"
"65","19","Foot","65 mm","2-1/2""","Foot Valve with Strainer","7.6"
"80","19","Foot","80 mm","3""","Foot Valve with Strainer","7.6"
"90","19","Foot","90 mm","3-1/2""","Foot Valve with Strainer","7.1"
"100","19","Foot","100 mm","4""","Foot Valve with Strainer","7.1"
"125","19","Foot","125 mm","5""","Foot Valve with Strainer","6.3"
"150","19","Foot","150 mm","6""","Foot Valve with Strainer","6.3"
"200","19","Foot","200 mm","8""","Foot Valve with Strainer","5.9"
"250","19","Foot","250 mm","10""","Foot Valve with Strainer","5.9"
"300","19","Foot","300 mm","12""","Foot Valve with Strainer","5.5"
"350","19","Foot","350 mm","14""","Foot Valve with Strainer","5.5"
"380","19","Foot","380 mm","15""","Foot Valve with Strainer","5.5"
"400","19","Foot","400 mm","16""","Foot Valve with Strainer","5.5"
"450","19","Foot","450 mm","18""","Foot Valve with Strainer","5.5"
"500","19","Foot","500 mm","20""","Foot Valve with Strainer","5"
"550","19","Foot","550 mm","22""","Foot Valve with Strainer","5"
"600","19","Foot","600 mm","24""","Foot Valve with Strainer","5"
"650","19","Foot","650 mm","26""","Foot Valve with Strainer","5"
"700","19","Foot","700 mm","28""","Foot Valve with Strainer","5"
"750","19","Foot","750 mm","30""","Foot Valve with Strainer","5"
"800","19","Foot","800 mm","32""","Foot Valve with Strainer","5"
"850","19","Foot","850 mm","34""","Foot Valve with Strainer","5"
"900","19","Foot","900 mm","36""","Foot Valve with Strainer","5"
"950","19","Foot","950 mm","38""","Foot Valve with Strainer","5"
"1000","19","Foot","1000 mm","40""","Foot Valve with Strainer","5"
"1050","19","Foot","1050 mm","42""","Foot Valve with Strainer","5"
"1200","19","Foot","1200 mm","48""","Foot Valve with Strainer","5"
"1400","19","Foot","1400 mm","54""","Foot Valve with Strainer","5"
"1500","19","Foot","1500 mm","60""","Foot Valve with Strainer","5"
"1800","19","Foot","1800 mm","72""","Foot Valve with Strainer","5"
