"6.35","",""
"2100","19","Foot","2100 mm","84""","Foot Valve with Strainer","5"
"6","20","Hinged","6 mm","1/8""","Hinged Foot Valve with Strainer","3"
"7","20","Hinged","7 mm","3/16""","Hinged Foot Valve with Strainer","3"
"8","20","Hinged","8 mm","1/4""","Hinged Foot Valve with Strainer","2.5"
"9","20","Hinged","9 mm","5/16""","Hinged Foot Valve with Strainer","2.5"
"10","20","Hinged","10 mm","3/8""","Hinged Foot Valve with Strainer","2.2"
"12","20","Hinged","12 mm","7/16""","Hinged Foot Valve with Strainer","2.2"
"15","20","Hinged","15 mm","1/2""","Hinged Foot Valve with Strainer","2"
"18","20","Hinged","18 mm","5/8""","Hinged Foot Valve with Strainer","1.95"
"20","20","Hinged","20 mm","3/4""","Hinged Foot Valve with Strainer","1.9"
"22","20","Hinged","22 mm","7/8""","Hinged Foot Valve with Strainer","1.8"
"25","20","Hinged","25 mm","1""","Hinged Foot Valve with Strainer","1.7"
"32","20","Hinged","32 mm","1-1/4""","Hinged Foot Valve with Strainer","1.7"
"40","20","Hinged","40 mm","1-1/2""","Hinged Foot Valve with Strainer","1.7"
"50","20","Hinged","50 mm","2""","Hinged Foot Valve with Strainer","1.4"
"65","20","Hinged","65 mm","2-1/2""","Hinged Foot Valve with Strainer","1.4"
"80","20","Hinged","80 mm","3""","Hinged Foot Valve with Strainer","1.4"
"90","20","Hinged","90 mm","3-1/2""","Hinged Foot Valve with Strainer","1.3"
"100","20","Hinged","100 mm","4""","Hinged Foot Valve with Strainer","1.3"
"125","20","Hinged","125 mm","5""","Hinged Foot Valve with Strainer","1.2"
"150","20","Hinged","150 mm","6""","Hinged Foot Valve with Strainer","1.1"
"200","20","Hinged","200 mm","8""","Hinged Foot Valve with Strainer","1.1"
"250","20","Hinged","250 mm","10""","Hinged Foot Valve with Strainer","1.1"
"300","20","Hinged","300 mm","12""","Hinged Foot Valve with Strainer","1"
"350","20","Hinged","350 mm","14""","Hinged Foot Valve with Strainer","1"
"380","20","Hinged","380 mm","15""","Hinged Foot Valve with Strainer","1"
"400","20","Hinged","400 mm","16""","Hinged Foot Valve with Strainer","1"
"450","20","Hinged","450 mm","18""","Hinged Foot Valve with Strainer","0.9"
"500","20","Hinged","500 mm","20""","Hinged Foot Valve with Strainer","0.9"
"550","20","Hinged","550 mm","22""","Hinged Foot Valve with Strainer","0.9"
"600","20","Hinged","600 mm","24""","Hinged Foot Valve with Strainer","0.9"
"650","20","Hinged","650 mm","26""","Hinged Foot Valve with Strainer","0.9"
"700","20","Hinged","700 mm","28""","Hinged Foot Valve with Strainer","0.9"
"750","20","Hinged","750 mm","30""","Hinged Foot Valve with Strainer","0.9"
"800","20","Hinged","800 mm","32""","Hinged Foot Valve with Strainer","0.9"
"850","20","Hinged","850 mm","34""","Hinged Foot Valve with Strainer","0.9"
"900","20","Hinged","900 mm","36""","Hinged Foot Valve with Strainer","0.9"
"950","20","Hinged","950 mm","38""","Hinged Foot Valve with Strainer","0.9"
"1000","20","Hinged","1000 mm","40""","Hinged Foot Valve with Strainer","0.9"
"1050","20","Hinged","1050 mm","42""","Hinged Foot Valve with Strainer","0.9"
"1200","20","Hinged","1200 mm","48""","Hinged Foot Valve with Strainer","0.9"
"1400","20","Hinged","1400 mm","54""","Hinged Foot Valve with Strainer","0.9"
"1500","20","Hinged","1500 mm","60""","Hinged Foot Valve with Strainer","0.9"
"1800","20","Hinged","1800 mm","72""","Hinged Foot Valve with Strainer","0.9"
"2100","20","Hinged","2100 mm","84""","Hinged Foot Valve with Strainer","0.9"
"6","21","St","6 mm","1/8""","Strainer","0.6"
"7","21","St","7 mm","3/16""","Strainer","0.6"
"8","21","St","8 mm","1/4""","Strainer","0.6"
"9","21","St","9 mm","5/16""","Strainer","0.6"
"10","21","St","10 mm","3/8""","Strainer","0.6"
"12","21","St","12 mm","7/16""","Strainer","0.6"
"15","21","St","15 mm","1/2""","Strainer","0.6"
"18","21","St","18 mm","5/8""","Strainer","0.6"
"20","21","St","20 mm","3/4""","Strainer","0.6"
"22","21","St","22 mm","7/8""","Strainer","0.6"
"25","21","St","25 mm","1""","Strainer","0.6"
"32","21","St","32 mm","1-1/4""","Strainer","0.6"
"40","21","St","40 mm","1-1/2""","Strainer","1"
"50","21","St","50 mm","2""","Strainer","1"
"65","21","St","65 mm","2-1/2""","Strainer","1"
"80","21","St","80 mm","3""","Strainer","1"
"90","21","St","90 mm","3-1/2""","Strainer","1"
"100","21","St","100 mm","4""","Strainer","1"
"125","21","St","125 mm","5""","Strainer","1"
"150","21","St","150 mm","6""","Strainer","1"
"200","21","St","200 mm","8""","Strainer","1"
"250","21","St","250 mm","10""","Strainer","1"
"300","21","St","300 mm","12""","Strainer","1"
"350","21","St","350 mm","14""","Strainer","1"
"380","21","St","380 mm","15""","Strainer","1"
"400","21","St","400 mm","16""","Strainer","1"
"450","21","St","450 mm","18""","Strainer","1"
"500","21","St","500 mm","20""","Strainer","1"
"550","21","St","550 mm","22""","Strainer","1"
"600","21","St","600 mm","24""","Strainer","1"
"650","21","St","650 mm","26""","Strainer","1"
"700","21","St","700 mm","28""","Strainer","1"
"750","21","St","750 mm","30""","Strainer","1"
"800","21","St","800 mm","32""","Strainer","1"
"850","21","St","850 mm","34""","Strainer","1"
"900","21","St","900 mm","36""","Strainer","1"
"950","21","St","950 mm","38""","Strainer","1"
"1000","21","St","1000 mm","40""","Strainer","1"
"1050","21","St","1050 mm","42""","Strainer","1"
"1200","21","St","1200 mm","48""","Strainer","1"
"1400","21","St","1400 mm","54""","Strainer","1"
"1500","21","St","1500 mm","60""","Strainer","1"
"1800","21","St","1800 mm","72""","Strainer","1"
"2100","21","St","2100 mm","84""","Strainer","1"
"6","22","TT","6 mm","1/8""","Through Tee","0.7"
"7","22","TT","7 mm","3/16""","Through Tee","0.66"
"8","22","TT","8 mm","1/4""","Through Tee","0.62"
"9","22","TT","9 mm","5/16""","Through Tee","0.62"
"10","22","TT","10 mm","3/8""","Through Tee","0.58"
"12","22","TT","12 mm","7/16""","Through Tee","0.56"
"15","22","TT","15 mm","1/2""","Through Tee","0.54"
"18","22","TT","18 mm","5/8""","Through Tee","0.52"
"20","22","TT","20 mm","3/4""","Through Tee","0.5"
"22","22","TT","22 mm","7/8""","Through Tee","0.49"
"25","22","TT","25 mm","1""","Through Tee","0.46"
"32","22","TT","32 mm","1-1/4""","Through Tee","0.44"
"40","22","TT","40 mm","1-1/2""","Through Tee","0.42"
"50","22","TT","50 mm","2""","Through Tee","0.38"
"65","22","TT","65 mm","2-1/2""","Through Tee","0.36"
"80","22","TT","80 mm","3""","Through Tee","0.36"
"90","22","TT","90 mm","3-1/2""","Through Tee","0.37"
"100","22","TT","100 mm","4""","Through Tee","0.34"
"125","22","TT","125 mm","5""","Through Tee","0.32"
"150","22","TT","150 mm","6""","Through Tee","0.28"
"200","22","TT","200 mm","8""","Through Tee","0.28"
"250","22","TT","250 mm","10""","Through Tee","0.28"
"300","22","TT","300 mm","12""","Through Tee","0.28"
"350","22","TT","350 mm","14""","Through Tee","0.28"
"380","22","TT","380 mm","15""","Through Tee","0.28"
"400","22","TT","400 mm","16""","Through Tee","0.28"
"450","22","TT","450 mm","18""","Through Tee","0.28"
"500","22","TT","500 mm","20""","Through Tee","0.28"
"550","22","TT","550 mm","22""","Through Tee","0.28"
"600","22","TT","600 mm","24""","Through Tee","0.28"
"650","22","TT","650 mm","26""","Through Tee","0.28"
"700","22","TT","700 mm","28""","Through Tee","0.28"
"750","22","TT","750 mm","30""","Through Tee","0.28"
"800","22","TT","800 mm","32""","Through Tee","0.28"
"850","22","TT","850 mm","34""","Through Tee","0.28"
"900","22","TT","900 mm","36""","Through Tee","0.28"
"950","22","TT","950 mm","38""","Through Tee","0.28"
"1000","22","TT","1000 mm","40""","Through Tee","0.28"
"1050","22","TT","1050 mm","42""","Through Tee","0.28"
"1200","22","TT","1200 mm","48""","Through Tee","0.28"
"1400","22","TT","1400 mm","54""","Through Tee","0.28"
"1500","22","TT","1500 mm","60""","Through Tee","0.28"
"1800","22","TT","1800 mm","72""","Through Tee","0.28"
"2100","22","TT","2100 mm","84""","Through Tee","0.28"
"6","23","BT","6 mm","1/8""","Branch Tee","2"
"7","23","BT","7 mm","3/16""","Branch Tee","1.94"
"8","23","BT","8 mm","1/4""","Branch Tee","1.88"
"9","23","BT","9 mm","5/16""","Branch Tee","1.88"
"10","23","BT","10 mm","3/8""","Branch Tee","1.74"
"12","23","BT","12 mm","7/16""","Branch Tee","1.68"
"15","23","BT","15 mm","1/2""","Branch Tee","1.62"
"18","23","BT","18 mm","5/8""","Branch Tee","1.62"
"20","23","BT","20 mm","3/4""","Branch Tee","1.5"
"22","23","BT","22 mm","7/8""","Branch Tee","1.5"
"25","23","BT","25 mm","1""","Branch Tee","1.38"
"32","23","BT","32 mm","1-1/4""","Branch Tee","1.32"
"40","23","BT","40 mm","1-1/2""","Branch Tee","1.26"
"50","23","BT","50 mm","2""","Branch Tee","1.14"
"65","23","BT","65 mm","2-1/2""","Branch Tee","1.08"
"80","23","BT","80 mm","3""","Branch Tee","1.08"
"90","23","BT","90 mm","3-1/2""","Branch Tee","1.05"
"100","23","BT","100 mm","4""","Branch Tee","1.02"
"125","23","BT","125 mm","5""","Branch Tee","0.97"
"150","23","BT","150 mm","6""","Branch Tee","0.9"
"200","23","BT","200 mm","8""","Branch Tee","0.84"
"250","23","BT","250 mm","10""","Branch Tee","0.84"
"300","23","BT","300 mm","12""","Branch Tee","0.78"
"350","23","BT","350 mm","14""","Branch Tee","0.78"
"380","23","BT","380 mm","15""","Branch Tee","0.78"
"400","23","BT","400 mm","16""","Branch Tee","0.78"
"450","23","BT","450 mm","18""","Branch Tee","0.72"
"500","23","BT","500 mm","20""","Branch Tee","0.72"
"550","23","BT","550 mm","22""","Branch Tee","0.72"
"600","23","BT","600 mm","24""","Branch Tee","0.72"
"650","23","BT","650 mm","26""","Branch Tee","0.72"
"700","23","BT","700 mm","28""","Branch Tee","0.72"
"750","23","BT","750 mm","30""","Branch Tee","0.72"
"800","23","BT","800 mm","32""","Branch Tee","0.72"
"850","23","BT","850 mm","34""","Branch Tee","0.72"
"900","23","BT","900 mm","36""","Branch Tee","0.72"
"950","23","BT","950 mm","38""","Branch Tee","0.72"
"1000","23","BT","1000 mm","40""","Branch Tee","0.72"
"1050","23","BT","1050 mm","42""","Branch Tee","0.72"
"1200","23","BT","1200 mm","48""","Branch Tee","0.72"
"1400","23","BT","1400 mm","54""","Branch Tee","0.72"
"1500","23","BT","1500 mm","60""","Branch Tee","0.72"
"1800","23","BT","1800 mm","72""","Branch Tee","0.72"
"2100","23","BT","2100 mm","84""","Branch Tee","0.72"
"6","24","ExitCon","6 mm","1/8""","Pipe Exit to Container","1"
"7","24","ExitCon","7 mm","3/16""","Pipe Exit to Container","1"
"8","24","ExitCon","8 mm","1/4""","Pipe Exit to Container","1"
"9","24","ExitCon","9 mm","5/16""","Pipe Exit to Container","1"
"10","24","ExitCon","10 mm","3/8""","Pipe Exit to Container","1"
"12","24","ExitCon","12 mm","7/16""","Pipe Exit to Container","1"
"15","24","ExitCon","15 mm","1/2""","Pipe Exit to Container","1"
"18","24","ExitCon","18 mm","5/8""","Pipe Exit to Container","1"
"20","24","ExitCon","20 mm","3/4""","Pipe Exit to Container","1"
"22","24","ExitCon","22 mm","7/8""","Pipe Exit to Container","1"
"25","24","ExitCon","25 mm","1""","Pipe Exit to Container","1"
"32","24","ExitCon","32 mm","1-1/4""","Pipe Exit to Container","1"
"40","24","ExitCon","40 mm","1-1/2""","Pipe Exit to Container","1"
"50","24","ExitCon","50 mm","2""","Pipe Exit to Container","1"
"65","24","ExitCon","65 mm","2-1/2""","Pipe Exit to Container","1"
"80","24","ExitCon","80 mm","3""","Pipe Exit to Container","1"
"90","24","ExitCon","90 mm","3-1/2""","Pipe Exit to Container","1"
"100","24","ExitCon","100 mm","4""","Pipe Exit to Container","1"
"125","24","ExitCon","125 mm","5""","Pipe Exit to Container","1"
"150","24","ExitCon","150 mm","6""","Pipe Exit to Container","1"
"200","24","ExitCon","200 mm","8""","Pipe Exit to Container","1"
"250","24","ExitCon","250 mm","10""","Pipe Exit to Container","1"
"300","24","ExitCon","300 mm","12""","Pipe Exit to Container","1"
"350","24","ExitCon","350 mm","14""","Pipe Exit to Container","1"
"380","24","ExitCon","380 mm","15""","Pipe Exit to Container","1"
"400","24","ExitCon","400 mm","16""","Pipe Exit to Container","1"
"450","24","ExitCon","450 mm","18""","Pipe Exit to Container","1"
"500","24","ExitCon","500 mm","20""","Pipe Exit to Container","1"
"550","24","ExitCon","550 mm","22""","Pipe Exit to Container","1"
"600","24","ExitCon","600 mm","24""","Pipe Exit to Container","1"
"650","24","ExitCon","650 mm","26""","Pipe Exit to Container","1"
"700","24","ExitCon","700 mm","28""","Pipe Exit to Container","1"
"750","24","ExitCon","750 mm","30""","Pipe Exit to Container","1"
"800","24","ExitCon","800 mm","32""","Pipe Exit to Container","1"
"850","24","ExitCon","850 mm","34""","Pipe Exit to Container","1"
"900","24","ExitCon","900 mm","36""","Pipe Exit to Container","1"
"950","24","ExitCon","950 mm","38""","Pipe Exit to Container","1"
"1000","24","ExitCon","1000 mm","40""","Pipe Exit to Container","1"
"1050","24","ExitCon","1050 mm","42""","Pipe Exit to Container","1"
"1200","24","ExitCon","1200 mm","48""","Pipe Exit to Container","1"
"1400","24","ExitCon","1400 mm","54""","Pipe Exit to Container","1"
"1500","24","ExitCon","1500 mm","60""","Pipe Exit to Container","1"
"1800","24","ExitCon","1800 mm","72""","Pipe Exit to Container","1"
"2100","24","ExitCon","2100 mm","84""","Pipe Exit to Container","1"
"6","25","Open","6 mm","1/8""","Open Pipe Exit","1"
"7","25","Open","7 mm","3/16""","Open Pipe Exit","1"
"8","25","Open","8 mm","1/4""","Open Pipe Exit","1"
"9","25","Open","9 mm","5/16""","Open Pipe Exit","1"
"10","25","Open","10 mm","3/8""","Open Pipe Exit","1"
"12","25","Open","12 mm","7/16""","Open Pipe Exit","1"
"15","25","Open","15 mm","1/2""","Open Pipe Exit","1"
"18","25","Open","18 mm","5/8""","Open Pipe Exit","1"
"20","25","Open","20 mm","3/4""","Open Pipe Exit","1"
"22","25","Open","22 mm","7/8""","Open Pipe Exit","1"
"25","25","Open","25 mm","1""","Open Pipe Exit","1"
"32","25","Open","32 mm","1-1/4""","Open Pipe Exit","1"
"40","25","Open","40 mm","1-1/2""","Open Pipe Exit","1"
"50","25","Open","50 mm","2""","Open Pipe Exit","1"
"65","25","Open","65 mm","2-1/2""","Open Pipe Exit","1"
"80","25","Open","80 mm","3""","Open Pipe Exit","1"
"90","25","Open","90 mm","3-1/2""","Open Pipe Exit","1"
"100","25","Open","100 mm","4""","Open Pipe Exit","1"
"125","25","Open","125 mm","5""","Open Pipe Exit","1"
"150","25","Open","150 mm","6""","Open Pipe Exit","1"
"200","25","Open","200 mm","8""","Open Pipe Exit","1"
"250","25","Open","250 mm","10""","Open Pipe Exit","1"
"300","25","Open","300 mm","12""","Open Pipe Exit","1"
"350","25","Open","350 mm","14""","Open Pipe Exit","1"
"380","25","Open","380 mm","15""","Open Pipe Exit","1"
"400","25","Open","400 mm","16""","Open Pipe Exit","1"
"450","25","Open","450 mm","18""","Open Pipe Exit","1"
"500","25","Open","500 mm","20""","Open Pipe Exit","1"
"550","25","Open","550 mm","22""","Open Pipe Exit","1"
"600","25","Open","600 mm","24""","Open Pipe Exit","1"
"650","25","Open","650 mm","26""","Open Pipe Exit","1"
"700","25","Open","700 mm","28""","Open Pipe Exit","1"
"750","25","Open","750 mm","30""","Open Pipe Exit","1"
"800","25","Open","800 mm","32""","Open Pipe Exit","1"
"850","25","Open","850 mm","34""","Open Pipe Exit","1"
"900","25","Open","900 mm","36""","Open Pipe Exit","1"
"950","25","Open","950 mm","38""","Open Pipe Exit","1"
"1000","25","Open","1000 mm","40""","Open Pipe Exit","1"
"1050","25","Open","1050 mm","42""","Open Pipe Exit","1"
"1200","25","Open","1200 mm","48""","Open Pipe Exit","1"
"1400","25","Open","1400 mm","54""","Open Pipe Exit","1"
"1500","25","Open","1500 mm","60""","Open Pipe Exit","1"
"1800","25","Open","1800 mm","72""","Open Pipe Exit","1"
"2100","25","Open","2100 mm","84""","Open Pipe Exit","1"
"6","26","EntProj","6 mm","1/8""","Pipe Entry Projecting","0.78"
"7","26","EntProj","7 mm","3/16""","Pipe Entry Projecting","0.78"
"8","26","EntProj","8 mm","1/4""","Pipe Entry Projecting","0.78"
"9","26","EntProj","9 mm","5/16""","Pipe Entry Projecting","0.78"
"10","26","EntProj","10 mm","3/8""","Pipe Entry Projecting","0.78"
"12","26","EntProj","12 mm","7/16""","Pipe Entry Projecting","0.78"
"15","26","EntProj","15 mm","1/2""","Pipe Entry Projecting","0.78"
"18","26","EntProj","18 mm","5/8""","Pipe Entry Projecting","0.78"
"20","26","EntProj","20 mm","3/4""","Pipe Entry Projecting","0.78"
"22","26","EntProj","22 mm","7/8""","Pipe Entry Projecting","0.78"
"25","26","EntProj","25 mm","1""","Pipe Entry Projecting","0.78"
"32","26","EntProj","32 mm","1-1/4""","Pipe Entry Projecting","0.78"
"40","26","EntProj","40 mm","1-1/2""","Pipe Entry Projecting","0.78"
"50","26","EntProj","50 mm","2""","Pipe Entry Projecting","0.78"
"65","26","EntProj","65 mm","2-1/2""","Pipe Entry Projecting","0.78"
"80","26","EntProj","80 mm","3""","Pipe Entry Projecting","0.78"
"90","26","EntProj","90 mm","3-1/2""","Pipe Entry Projecting","0.78"
"100","26","EntProj","100 mm","4""","Pipe Entry Projecting","0.78"
"125","26","EntProj","125 mm","5""","Pipe Entry Projecting","0.78"
"150","26","EntProj","150 mm","6""","Pipe Entry Projecting","0.78"
"200","26","EntProj","200 mm","8""","Pipe Entry Projecting","0.78"
"250","26","EntProj","250 mm","10""","Pipe Entry Projecting","0.78"
"300","26","EntProj","300 mm","12""","Pipe Entry Projecting","0.78"
"350","26","EntProj","350 mm","14""","Pipe Entry Projecting","0.78"
"380","26","EntProj","380 mm","15""","Pipe Entry Projecting","0.78"
"400","26","EntProj","400 mm","16""","Pipe Entry Projecting","0.78"
"450","26","EntProj","450 mm","18""","Pipe Entry Projecting","0.78"
"500","26","EntProj","500 mm","20""","Pipe Entry Projecting","0.78"
"550","26","EntProj","550 mm","22""","Pipe Entry Projecting","0.78"
"600","26","EntProj","600 mm","24""","Pipe Entry Projecting","0.78"
"650","26","EntProj","650 mm","26""","Pipe Entry Projecting","0.78"
"700","26","EntProj","700 mm","28""","Pipe Entry Projecting","0.78"
"750","26","EntProj","750 mm","30""","Pipe Entry Projecting","0.78"
"800","26","EntProj","800 mm","32""","Pipe Entry Projecting","0.78"
"850","26","EntProj","850 mm","34""","Pipe Entry Projecting","0.78"
"900","26","EntProj","900 mm","36""","Pipe Entry Projecting","0.78"
"950","26","EntProj","950 mm","38""","Pipe Entry Projecting","0.78"
"1000","26","EntProj","1000 mm","40""","Pipe Entry Projecting","0.78"
"1050","26","EntProj","1050 mm","42""","Pipe Entry Projecting","0.78"
"1200","26","EntProj","1200 mm","48""","Pipe Entry Projecting","0.78"
"1400","26","EntProj","1400 mm","54""","Pipe Entry Projecting","0.78"
"1500","26","EntProj","1500 mm","60""","Pipe Entry Projecting","0.78"
"1800","26","EntProj","1800 mm","72""","Pipe Entry Projecting","0.78"
"2100","26","EntProj","2100 mm","84""","Pipe Entry Projecting","0.78"
"6","27","EntSharp","6 mm","1/8""","Pipe Entry Sharp","0.5"
"7","27","EntSharp","7 mm","3/16""","Pipe Entry Sharp","0.5"
"8","27","EntSharp","8 mm","1/4""","Pipe Entry Sharp","0.5"
"9","27","EntSharp","9 mm","5/16""","Pipe Entry Sharp","0.5"
"10","27","EntSharp","10 mm","3/8""","Pipe Entry Sharp","0.5"
"12","27","EntSharp","12 mm","7/16""","Pipe Entry Sharp","0.5"
"15","27","EntSharp","15 mm","1/2""","Pipe Entry Sharp","0.5"
"18","27","EntSharp","18 mm","5/8""","Pipe Entry Sharp","0.5"
"20","27","EntSharp","20 mm","3/4""","Pipe Entry Sharp","0.5"
"22","27","EntSharp","22 mm","7/8""","Pipe Entry Sharp","0.5"
"25","27","EntSharp","25 mm","1""","Pipe Entry Sharp","0.5"
"32","27","EntSharp","32 mm","1-1/4""","Pipe Entry Sharp","0.5"
"40","27","EntSharp","40 mm","1-1/2""","Pipe Entry Sharp","0.5"
"50","27","EntSharp","50 mm","2""","Pipe Entry Sharp","0.5"
"65","27","EntSharp","65 mm","2-1/2""","Pipe Entry Sharp","0.5"
"80","27","EntSharp","80 mm","3""","Pipe Entry Sharp","0.5"
"90","27","EntSharp","90 mm","3-1/2""","Pipe Entry Sharp","0.5"
"100","27","EntSharp","100 mm","4""","Pipe Entry Sharp","0.5"
"125","27","EntSharp","125 mm","5""","Pipe Entry Sharp","0.5"
"150","27","EntSharp","150 mm","6""","Pipe Entry Sharp","0.5"
"200","27","EntSharp","200 mm","8""","Pipe Entry Sharp","0.5"
"250","27","EntSharp","250 mm","10""","Pipe Entry Sharp","0.5"
"300","27","EntSharp","300 mm","12""","Pipe Entry Sharp","0.5"
"350","27","EntSharp","350 mm","14""","Pipe Entry Sharp","0.5"
"380","27","EntSharp","380 mm","15""","Pipe Entry Sharp","0.5"
"400","27","EntSharp","400 mm","16""","Pipe Entry Sharp","0.5"
"450","27","EntSharp","450 mm","18""","Pipe Entry Sharp","0.5"
"500","27","EntSharp","500 mm","20""","Pipe Entry Sharp","0.5"
"550","27","EntSharp","550 mm","22""","Pipe Entry Sharp","0.5"
"600","27","EntSharp","600 mm","24""","Pipe Entry Sharp","0.5"
"650","27","EntSharp","650 mm","26""","Pipe Entry Sharp","0.5"
"700","27","EntSharp","700 mm","28""","Pipe Entry Sharp","0.5"
"750","27","EntSharp","750 mm","30""","Pipe Entry Sharp","0.5"
"800","27","EntSharp","800 mm","32""","Pipe Entry Sharp","0.5"
"850","27","EntSharp","850 mm","34""","Pipe Entry Sharp","0.5"
"900","27","EntSharp","900 mm","36""","Pipe Entry Sharp","0.5"
"950","27","EntSharp","950 mm","38""","Pipe Entry Sharp","0.5"
"1000","27","EntSharp","1000 mm","40""","Pipe Entry Sharp","0.5"
"1050","27","EntSharp","1050 mm","42""","Pipe Entry Sharp","0.5"
"1200","27","EntSharp","1200 mm","48""","Pipe Entry Sharp","0.5"
"1400","27","EntSharp","1400 mm","54""","Pipe Entry Sharp","0.5"
"1500","27","EntSharp","1500 mm","60""","Pipe Entry Sharp","0.5"
"1800","27","EntSharp","1800 mm","72""","Pipe Entry Sharp","0.5"
"2100","27","EntSharp","2100 mm","84""","Pipe Entry Sharp","0.5"
