"1.05","PVC_Chlorinated_Sch80.pfpi",""
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","15","15 mm","1/2""","0.147000000","0.840000000","0.224000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","20","20 mm","3/4""","0.154000000","1.050000000","0.304000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","25","25 mm","1""","0.179000000","1.315000000","0.449000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","32","32 mm","1-1/4""","0.191000000","1.660000000","0.619000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","40","40 mm","1-1/2""","0.200000000","1.900000000","0.749000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","50","50 mm","2""","0.218000000","2.375000000","1.037000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","65","65 mm","2-1/2""","0.276000000","2.875000000","1.582000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","80","80 mm","3""","0.300000000","3.500000000","2.116000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","100","100 mm","4""","0.337000000","4.500000000","3.093000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","150","150 mm","6""","0.432000000","6.625000000","5.899000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","200","200 mm","8""","0.500000000","8.625000000","8.957000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","250","250 mm","10""","0.593000000","10.750000000","13.280000000"
"PVC (ANSI) Chlorinated","Sch. 80","0.000197000","300","300 mm","12""","0.687000000","12.750000000","18.293000000"
